Περιοχή,ΤΚ,"Νέες συνδέσεις","Μήνας σύνδεσης"
ΠΕΡΙΣΤΕΡΙ,12131,2,01/2024
ΠΕΡΙΣΤΕΡΙ,12132,4,01/2024
ΠΕΡΙΣΤΕΡΙ,12134,1,01/2024
ΠΕΡΙΣΤΕΡΙ,12135,2,01/2024
ΠΕΡΙΣΤΕΡΙ,12136,2,01/2024
ΠΕΤΡΟΥΠΟΛΗ,13231,9,01/2024
ΠΕΤΡΟΥΠΟΛΗ,13232,2,01/2024
ΠΕΥΚΑΚΙΑ,15343,2,01/2024
ΠΕΥΚΗ,15121,2,01/2024
ΠΛΑΚΑ,10555,1,01/2024
"ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ",11257,2,01/2024
"ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ",10445,1,01/2024
"ΠΛΑΤΕΙΑ ΕΛΕΥΘΕΡΙΑΣ",18120,1,01/2024
"ΠΛΑΤΕΙΑ ΚΟΛΙΑΤΣΟΥ",11255,3,01/2024
ΠΟΛΥΔΡΟΣΟ,15125,1,01/2024
"ΠΡΟΦ. ΗΛΙΑΣ",13672,1,01/2024
ΡΑΔΙΟΦΩΝΙΑ,13122,4,01/2024
ΣΕΛΗΝΙΑ,18902,1,01/2024
ΣΕΠΟΛΙΑ,10443,2,01/2024
ΣΤΑΘΜΟΣ,18345,1,01/2024
ΣΤΑΘΜΟΣ,18346,1,01/2024
"ΣΥΝ ΠΕΛΟΠΟΝΝΗΣΙΩΝ",14564,1,01/2024
"ΣΥΝ. ΣΙΔΗΡΟΠΟΥΛΟΥ",12461,1,01/2024
ΣΩΡΟΥ,15125,10,01/2024
ΤΑΞΙΑΡΧΕΣ,18121,2,01/2024
ΤΑΥΡΟΣ,17778,3,01/2024
ΤΕΡΜΑ,18863,1,01/2024
ΤΕΡΨΙΘΕΑ,16561,2,01/2024
ΤΕΡΨΙΘΕΑ,16562,13,01/2024
ΤΖΙΤΖΙΦΙΕΣ,17675,3,01/2024
ΤΡΑΥΜΑΤΙΩΝ,17456,1,01/2024
ΤΣΑΜΗ,18900,2,01/2024
ΥΜΗΤΤΟΣ,17237,1,01/2024
ΦΙΛΟΘΕΗ,15123,2,01/2024
ΦΙΛΟΘΕΗ,15237,1,01/2024
ΧΑΙΔΑΡΙ,12461,5,01/2024
ΧΑΛΑΝΔΡΙ,15231,8,01/2024
ΧΑΛΑΝΔΡΙ,15232,4,01/2024
ΧΑΛΑΝΔΡΙ,15233,2,01/2024
ΧΑΛΚΗΔΟΝΑ,18451,2,01/2024
ΧΑΛΚΗΔΩΝ,18756,1,01/2024
ΧΑΡΑΥΓΗ,17236,1,01/2024
ΧΑΡΑΥΓΗ,18755,1,01/2024
ΧΑΤΖΗΚΥΡΙΑΚΕΙΟ,18538,1,01/2024
ΧΟΛΑΡΓΟΣ,15561,5,01/2024
ΧΟΛΑΡΓΟΣ,15562,6,01/2024
ΨΥΡΡΗ,10554,1,01/2024
ΨΥΧΙΚΟ,15452,2,01/2024
ΑΒΕΡΩΦ,11522,1,01/2025
"ΑΓ. ΑΝΑΡΓΥΡΟΙ",13561,3,01/2025
"ΑΓ. ΑΝΑΡΓΥΡΟΙ",13562,3,01/2025
"ΑΓ. ΑΝΝΑ",13671,1,01/2025
"ΑΓ. ΑΝΝΑ",13672,1,01/2025
"ΑΓ. ΑΝΤΩΝΙΟΣ",18758,6,01/2025
"ΑΓ. ΒΑΡΒΑΡΑ",17235,2,01/2025
"ΑΓ. ΓΕΩΡΓΙΟΣ",18120,1,01/2025
"ΑΓ. ΓΕΩΡΓΙΟΣ",18755,1,01/2025
"ΑΓ. ΓΕΩΡΓΙΟΣ",18756,3,01/2025
"ΑΓ. ΓΕΩΡΓΙΟΣ ΣΤΕΝΟΥ",18900,1,01/2025
"ΑΓ. ΓΡΗΓΟΡΟΥΣΑ",12461,2,01/2025
"ΑΓ. ΔΗΜΗΤΡΙΟΣ",17343,2,01/2025
"ΑΓ. ΕΛΕΟΥΣΑ",17675,1,01/2025
"ΑΓ. Ι. ΡΕΝΤΗΣ",18233,2,01/2025
"ΑΓ. ΙΕΡΟΘΕΟΣ",12137,1,01/2025
"ΑΓ. ΙΩΑΝΝΗΣ ΡΩΣΟΣ",13675,1,01/2025
"ΑΓ. ΚΩΝΣΤΑΝΤΙΝΟΣ",16346,5,01/2025
"ΑΓ. ΜΑΡΙΝΑ",16343,10,01/2025
"ΑΓ. ΜΑΡΙΝΑ",16344,2,01/2025
"ΑΓ. ΜΑΥΡΑ",13672,3,01/2025
"ΑΓ. ΜΗΝΑΣ",18758,1,01/2025
"ΑΓ. ΝΕΙΛΟΣ",18538,4,01/2025
"ΑΓ. ΝΕΙΛΟΣ",18539,1,01/2025
"ΑΓ. ΝΙΚΟΛΑΟΣ",13451,1,01/2025
"ΑΓ. ΝΙΚΟΛΑΟΣ",18450,2,01/2025
"ΑΓ. ΝΙΚΟΛΑΟΣ",18863,1,01/2025
"ΑΓ. ΠΑΡΑΣΚΕΥΗ",15341,2,01/2025
"ΑΓ. ΠΑΡΑΣΚΕΥΗ",15342,19,01/2025
"ΑΓ. ΠΑΡΑΣΚΕΥΗ",15343,18,01/2025
"ΑΓ. ΠΕΤΡΟΣ",13678,1,01/2025
"ΑΓ. ΣΟΦΙΑ",18544,1,01/2025
"ΑΓ. ΣΟΦΙΑ",18546,2,01/2025
ΑΓΡΙΛΙΟΣ,17342,2,01/2025
"ΑΚΑΔ. ΠΛΑΤΩΝΟΣ",10441,1,01/2025
ΑΛΙΜΟΣ,17455,1,01/2025
ΑΜΠΕΛΟΚΗΠΟΙ,11527,5,01/2025
ΑΜΦΙΑΛΗ,18757,2,01/2025
ΑΜΦΙΑΛΗ,18758,2,01/2025
ΑΜΦΙΘΕΑ,17564,3,01/2025
ΑΝΑΓΕΝΝΗΣΗ,12243,2,01/2025
ΑΝΑΛΗΨΗ,18452,1,01/2025
ΑΝΘΟΥΠΟΛΗ,12135,7,01/2025
ΑΝΟΙΞΗ,17342,6,01/2025
"ΑΝΩ ΚΟΡΥΔΑΛΛΟΣ",18122,2,01/2025
"ΑΝΩ ΚΥΨΕΛΗ",11364,1,01/2025
"ΑΝΩ ΛΙΟΥΜΗ",12243,5,01/2025
ΑΠΟΛΛΩΝ,18233,5,01/2025
"ΑΡ. ΕΛ. ΒΕΝΙΖΕΛΟΥ",12351,2,01/2025
"ΑΡ. ΙΕΡΑΣ ΟΔΟΥ",12241,2,01/2025
ΑΡΓΥΡΟΥΠΟΛΗ,16451,1,01/2025
ΑΡΓΥΡΟΥΠΟΛΗ,16452,2,01/2025
ΑΡΜΕΝΙΚΑ,18450,1,01/2025
ΑΡΜΕΝΙΚΑ,18454,1,01/2025
"ΑΣΠΡΑ ΧΩΜΑΤΑ",12134,1,01/2025
"ΑΣΠΡΑ ΧΩΜΑΤΑ",12135,3,01/2025
"ΑΣΠΡΑ ΧΩΜΑΤΑ",12137,7,01/2025
"ΑΣΠΡΑ ΧΩΜΑΤΑ",18454,1,01/2025
ΑΣΠΡΟΠΥΡΓΟΣ,19300,7,01/2025
ΑΣΤΥΝΟΜΙΚΑ,16342,6,01/2025
ΑΣΥΡΜΑΤΟΣ,17341,29,01/2025
ΒΑΘΗΣ,10438,1,01/2025
ΒΑΡΗ,16672,2,01/2025
ΒΑΣΙΛΙΚΑ,18900,1,01/2025
ΒΙΑΜΑΞ,12242,1,01/2025
ΒΟΤΑΝΙΚΟΣ,11855,5,01/2025
ΒΟΥΛΑ,16673,7,01/2025
ΒΟΥΛΙΑΓΜΕΝΗ,16671,1,01/2025
ΒΥΡΩΝΑΣ,16231,1,01/2025
ΓΑΛΑΤΣΙ,11146,2,01/2025
ΓΕΡΑΚΑΣ,15344,5,01/2025
"ΓΕΡΜΑΝΙΚΟΣ ΔΡΟΜΟΣ ΒΟΡΕΙΟ",19100,4,01/2025
ΓΕΡΟΒΟΥΝΟ,13451,3,01/2025
ΓΕΡΟΒΟΥΝΟ,13671,2,01/2025
ΓΕΦΥΡΑ,18450,1,01/2025
ΓΗΡΟΚΟΜΕΙΟ,11524,2,01/2025
ΓΚΥΖΗ,11474,1,01/2025
"ΓΛΥΚΑ ΝΕΡΑ",15354,4,01/2025
ΓΛΥΦΑΔΑ,16561,1,01/2025
ΓΛΥΦΑΔΑ,16674,26,01/2025
ΓΛΥΦΑΔΑ,16675,9,01/2025
ΔΑΣΟΣ,12462,7,01/2025
ΔΑΦΝΗ,17235,1,01/2025
"ΔΕΞ. ΕΛ. ΒΕΝΙΖΕΛΟΥ",12351,1,01/2025
"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ",12242,15,01/2025
ΔΡΑΠΕΤΣΩΝΑ,18648,1,01/2025
"ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΗΣ",17342,2,01/2025
ΕΛΕΥΣΙΝΑ,19200,6,01/2025
ΕΛΗΑ,17343,1,01/2025
ΕΛΛΗΝΟΡΩΣΩΝ,11525,1,01/2025
ΕΞΑΡΧΕΙΑ,10677,11,01/2025
ΕΞΑΡΧΕΙΑ,10678,2,01/2025
ΕΥΑΓΓΕΛΙΣΤΡΙΑ,18533,1,01/2025
ΕΥΓΕΝΕΙΑ,18755,4,01/2025
ΕΦΟΡΙΑΚΩΝ,17456,9,01/2025
ΖΑΝΕΙΟ,18536,1,01/2025
ΖΕΦΥΡΙ,13461,2,01/2025
ΖΩΓΡΑΦΟΥ,15772,1,01/2025
"ΖΩΟΔΟΧΟΥ ΠΗΓΗΣ",16233,1,01/2025
ΗΛΙΟΥΠΟΛΗ,16341,2,01/2025
ΗΛΙΟΥΠΟΛΗ,16342,4,01/2025
ΗΛΙΟΥΠΟΛΗ,16343,1,01/2025
ΗΛΙΟΥΠΟΛΗ,16344,3,01/2025
ΗΛΙΟΥΠΟΛΗ,16345,1,01/2025
ΗΛΙΟΥΠΟΛΗ,16346,1,01/2025
ΗΡΑΚΛΕΙΟ,14121,5,01/2025
ΗΡΑΚΛΕΙΟ,14122,4,01/2025
"ΗΡΕΜΟ ΚΥΜΑ",19100,1,01/2025
ΘΡΑΚΟΜΑΚΕΔΟΝΕΣ,13676,8,01/2025
ΘΥΜΑΡΑΚΙΑ,10445,1,01/2025
ΙΛΙΟΝ,13121,7,01/2025
ΙΛΙΟΝ,13122,9,01/2025
ΙΛΙΟΝ,13123,7,01/2025
ΙΛΙΣΣΟΣ,18345,5,01/2025
ΚΑΙΣΑΡΙΑΝΗ,16122,5,01/2025
ΚΑΛΑΜΑΚΙ,17455,6,01/2025
ΚΑΛΑΜΑΚΙ,18532,7,01/2025
ΚΑΛΛΙΘΕΑ,17673,2,01/2025
ΚΑΛΛΙΘΕΑ,17674,2,01/2025
ΚΑΛΛΙΠΟΛΗ,18539,1,01/2025
ΚΑΛΥΜΝΙΩΝ,16673,11,01/2025
ΚΑΜΑΤΕΡΟ,13451,2,01/2025
ΚΑΝΤΖΑ,15351,3,01/2025
ΚΑΡΒΕΛΑΣ,16674,9,01/2025
"ΚΑΤΩ ΚΗΦΙΣΙΑ",14561,1,01/2025
"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ",11853,1,01/2025
ΚΕΝΤΡΟ,10552,2,01/2025
ΚΕΝΤΡΟ,10559,2,01/2025
ΚΕΝΤΡΟ,10562,3,01/2025
ΚΕΝΤΡΟ,18531,7,01/2025
ΚΗΦΙΣΙΑ,14561,2,01/2025
ΚΟΚΚΙΝΟΒΡΑΧΟΣ,18757,1,01/2025
ΚΟΚΚΙΝΟΠΟΥΛΟΥ,13561,1,01/2025
ΚΟΛΟΚΥΝΘΟΥ,10442,1,01/2025
ΚΟΛΟΚΥΝΘΟΥ,10443,1,01/2025
ΚΟΝΤΟΠΕΥΚΟ,15343,1,01/2025
ΚΡΗΤΙΚΑ,18534,1,01/2025
ΚΥΝΟΣΑΡΓΟΥΣ,11743,1,01/2025
ΚΥΨΕΛΗ,11363,1,01/2025
ΛΑΘΕΑ,13674,4,01/2025
"ΛΑΚΚΑ ΒΑΒΟΥΛΑ",18532,18,01/2025
ΛΑΜΠΡΙΝΗ,11142,1,01/2025
ΛΙΟΥΜΗ,12243,4,01/2025
ΛΙΠΑΣΜΑΤΑ,18648,1,01/2025
"ΛΟΦΟΣ ΣΙΚΕΛΙΑΣ",17675,1,01/2025
ΛΥΚΟΒΡΥΣΗ,14123,2,01/2025
ΛΥΚΟΤΡΥΠΑ,13671,1,01/2025
ΜΑΓΟΥΛΑ,19018,1,01/2025
ΜΑΚΡΥΓΙΑΝΝΗ,11742,1,01/2025
ΜΑΝΙΑΤΙΚΑ,18544,1,01/2025
ΜΑΡΟΥΣΙ,15124,13,01/2025
ΜΑΡΟΥΣΙ,15126,11,01/2025
"ΜΕΓΑΡΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ",19100,8,01/2025
ΜΕΛΙΣΣΙΑ,15127,2,01/2025
ΜΕΤΑΜΟΡΦΩΣΗ,14451,1,01/2025
ΜΕΤΑΜΟΡΦΩΣΗ,14452,2,01/2025
ΜΕΤΑΜΟΡΦΩΣΗ,16232,5,01/2025
ΜΕΤΑΞΟΥΡΓΕΙΟ,10435,3,01/2025
ΜΕΤΑΞΟΥΡΓΕΙΟ,10436,1,01/2025
ΜΕΤΣ,11636,14,01/2025
ΜΕΤΣ,11743,1,01/2025
ΜΙΧΕΛΗ,13123,2,01/2025
ΜΠΟΥΡΝΑΖΙ,12133,2,01/2025
"Ν. ΚΟΛΟΚΥΝΘΟΥ",12132,1,01/2025
"Ν. ΟΛΥΜΠΙΑ",13451,1,01/2025
"ΝΕΑ ΙΩΝΙΑ",14231,3,01/2025
"ΝΕΑ ΙΩΝΙΑ",14233,1,01/2025
"ΝΕΑ ΙΩΝΙΑ",14234,2,01/2025
"ΝΕΑ ΚΗΦΙΣΙΑ",14564,4,01/2025
"ΝΕΑ ΛΕΣΒΟΣ",15126,4,01/2025
"ΝΕΑ ΠΕΡΑΜΟΣ",19006,1,01/2025
"ΝΕΑ ΣΜΥΡΝΗ",17121,2,01/2025
"ΝΕΑ ΣΜΥΡΝΗ",17124,2,01/2025
"ΝΕΑ ΧΑΛΚΗΔΟΝΑ",14343,7,01/2025
ΝΕΑΠΟΛΗ,13672,3,01/2025
ΝΕΑΠΟΛΗ,18452,1,01/2025
"ΝΕΟ ΦΑΛΗΡΟ",18547,26,01/2025
"ΝΕΟ ΨΥΧΙΚΟ",15451,2,01/2025
"ΝΕΟΣ ΚΟΣΜΟΣ",11744,2,01/2025
ΝΙΚΑΙΑ,18450,8,01/2025
ΝΤΑΜΑΡΑΚΙΑ,12241,10,01/2025
ΝΤΑΜΑΡΑΚΙΑ,12244,1,01/2025
ΞΕΝΟ,18900,1,01/2025
ΠΑΓΚΡΑΤΙ,11634,1,01/2025
"ΠΑΓΚΡΑΤΙ ΣΤΑΔΙΟ",11635,1,01/2025
"ΠΑΙΔΙΚΗ ΣΤΕΓΗ",18120,1,01/2025
"ΠΑΙΔΙΚΗ ΣΤΕΓΗ",18454,1,01/2025
"ΠΑΛ. ΜΕΝΙΔΙ",13673,10,01/2025
"ΠΑΛ. ΜΕΝΙΔΙ",13674,2,01/2025
"ΠΑΛ. ΜΕΝΙΔΙ",13678,1,01/2025
"ΠΑΛΑΙΟ ΦΑΛΗΡΟ",17562,1,01/2025
ΠΑΛΑΤΙΑΝΗ,13121,6,01/2025
ΠΑΝΟΡΑΜΑ,16673,4,01/2025
ΠΑΝΤΕΙΟΣ,17671,9,01/2025
ΠΑΠΑΓΟΣ,15669,10,01/2025
ΠΑΠΑΔΟΠΟΥΛΟΥ,18863,2,01/2025
ΠΑΤΗΜΑ,15238,7,01/2025
ΠΕΡΑΜΑ,18863,1,01/2025
ΠΕΡΙΣΤΕΡΙ,12131,1,01/2025
ΠΕΡΙΣΤΕΡΙ,12132,3,01/2025
ΠΕΡΙΣΤΕΡΙ,12134,9,01/2025
ΠΕΡΙΣΤΕΡΙ,12136,3,01/2025
ΠΕΡΙΣΤΕΡΙ,12137,3,01/2025
ΠΕΤΡΟΥΠΟΛΗ,13231,2,01/2025
ΠΕΤΡΟΥΠΟΛΗ,13232,12,01/2025
ΠΕΥΚΑΚΙΑ,15343,1,01/2025
ΠΕΥΚΗ,15121,2,01/2025
ΠΛΑΚΑ,10557,3,01/2025
"ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ",10439,1,01/2025
"ΠΛΑΤΕΙΑ ΒΑΘΗΣ",10437,1,01/2025
ΠΟΛΥΓΩΝΟ,11476,2,01/2025
ΠΟΛΥΔΡΟΣΟ,15233,13,01/2025
ΡΑΔΙΟΦΩΝΙΑ,13123,1,01/2025
"ΣΑΜΙΩΝ ΙΚΑΡΙΩΝ",16561,1,01/2025
ΣΑΡΩΝΙΚΟΣ,17341,1,01/2025
ΣΑΦΡΑΜΠΟΛΙΣ,14233,1,01/2025
ΣΙΔΕΡΑ,19300,1,01/2025
ΣΤΡΕΦΗ,11473,1,01/2025
"ΣΥΝ ΚΑΡΠΑΘΙΩΝ",15125,8,01/2025
"ΣΥΝ ΚΑΡΠΑΘΙΩΝ",15126,2,01/2025
"ΣΥΝ. ΤΥΠΟΓΡΑΦΩΝ",16346,3,01/2025
ΣΧΙΣΤΟ,18122,1,01/2025
ΣΩΡΟΥ,15125,1,01/2025
ΤΑΜΠΟΥΡΙΑ,18756,1,01/2025
ΤΑΞΙΑΡΧΕΣ,18121,2,01/2025
ΤΕΡΨΙΘΕΑ,16561,3,01/2025
ΤΖΙΤΖΙΦΙΕΣ,17674,2,01/2025
ΤΖΙΤΖΙΦΙΕΣ,17675,1,01/2025
ΤΡΑΥΜΑΤΙΩΝ,17456,2,01/2025
ΤΣΑΚΟΣ,15341,17,01/2025
ΦΙΛΟΠΑΠΠΟΥ,11741,2,01/2025
ΧΑΙΔΑΡΙ,12461,3,01/2025
ΧΑΛΑΝΔΡΙ,15231,9,01/2025
ΧΑΛΑΝΔΡΙ,15233,6,01/2025
ΧΑΛΑΝΔΡΙ,15234,8,01/2025
ΧΑΛΚΗΔΟΝΑ,18450,1,01/2025
ΧΑΡΑΥΓΗ,17236,1,01/2025
ΧΑΡΑΥΓΗ,17237,1,01/2025
ΧΑΡΑΥΓΗ,18755,4,01/2025
ΧΑΣΑΝΙ,16452,4,01/2025
ΧΑΤΖΗΚΥΡΙΑΚΕΙΟ,18538,1,01/2025
ΧΟΛΑΡΓΟΣ,15561,11,01/2025
ΧΟΛΑΡΓΟΣ,15562,2,01/2025
ΨΥΡΡΗ,10554,1,01/2025
ΨΥΧΙΚΟ,15452,3,01/2025
ΚΕΝΤΡΟ,10431,1,02/2023
"ΠΛΑΤΕΙΑ ΒΙΚΤΩΡΙΑΣ",10434,3,02/2023
ΚΕΝΤΡΟ,10437,1,02/2023
"ΑΚΑΔ. ΠΛΑΤΩΝΟΣ",10441,4,02/2023
ΚΟΛΩΝΟΣ,10444,1,02/2023
ΨΥΡΡΗ,10554,2,02/2023
ΠΛΑΚΑ,10555,1,02/2023
ΠΛΑΚΑ,10556,1,02/2023
ΚΕΝΤΡΟ,10560,8,02/2023
ΚΟΛΩΝΑΚΙ,10675,1,02/2023
"ΠΛΑΤΕΙΑ ΚΑΝΙΓΓΟΣ",10677,2,02/2023
ΝΕΑΠΟΛΗ,10680,1,02/2023
ΜΟΥΣΕΙΟ,10682,1,02/2023
ΚΥΠΡΙΑΔΟΥ,11141,12,02/2023
ΛΑΜΠΡΙΝΗ,11142,2,02/2023
"ΚΑΤΩ ΠΑΤΗΣΙΑ",11145,7,02/2023
ΓΑΛΑΤΣΙ,11146,1,02/2023
ΚΟΛΙΑΤΣΟΥ,11255,2,02/2023
"ΝΕΑ ΚΥΨΕΛΗ",11363,1,02/2023
"ΑΝΩ ΚΥΨΕΛΗ",11364,1,02/2023
ΚΟΛΙΑΤΣΟΥ,11364,2,02/2023
ΓΚΥΖΗ,11475,1,02/2023
ΓΚΥΖΗ,11476,1,02/2023
ΠΟΛΥΓΩΝΟ,11476,5,02/2023
ΑΒΕΡΩΦ,11522,1,02/2023
ΑΒΕΡΩΦ,11524,23,02/2023
"ΝΕΑ ΦΙΛΟΘΕΗ",11524,3,02/2023
ΕΛΛΗΝΟΡΩΣΩΝ,11525,25,02/2023
ΓΟΥΒΑ,11632,3,02/2023
ΓΟΥΒΑ,11636,1,02/2023
ΦΙΛΟΠΑΠΠΟΥ,11741,2,02/2023
ΚΥΝΟΣΑΡΓΟΥΣ,11743,2,02/2023
ΘΗΣΕΙΟ,11851,3,02/2023
"ΑΝΩ ΠΕΤΡΑΛΩΝΑ",11852,1,02/2023
"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ",11853,4,02/2023
ΓΚΑΖΟΧΩΡΙ,11854,4,02/2023
ΒΟΤΑΝΙΚΟΣ,11855,2,02/2023
ΠΕΡΙΣΤΕΡΙ,12131,4,02/2023
ΜΠΟΥΡΝΑΖΙ,12133,5,02/2023
ΠΕΡΙΣΤΕΡΙ,12134,2,02/2023
ΑΝΘΟΥΠΟΛΗ,12135,3,02/2023
ΠΕΡΙΣΤΕΡΙ,12135,1,02/2023
ΠΕΡΙΣΤΕΡΙ,12136,2,02/2023
"ΑΓ. ΙΕΡΟΘΕΟΣ",12137,1,02/2023
"ΑΣΠΡΑ ΧΩΜΑΤΑ",12137,6,02/2023
"ΑΡ. ΙΕΡΑΣ ΟΔΟΥ",12241,3,02/2023
"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ",12242,7,02/2023
"ΑΝΩ ΛΙΟΥΜΗ",12243,2,02/2023
ΛΙΟΥΜΗ,12243,1,02/2023
ΙΕΡΑΠΟΛΗ,12244,4,02/2023
ΝΤΑΜΑΡΑΚΙΑ,12244,1,02/2023
"ΑΓ. ΒΑΡΒΑΡΑ",12351,2,02/2023
"ΔΕΞ. ΕΛ. ΒΕΝΙΖΕΛΟΥ",12351,2,02/2023
"ΑΓ. ΓΡΗΓΟΡΟΥΣΑ",12461,4,02/2023
ΧΑΙΔΑΡΙ,12461,8,02/2023
ΔΑΣΟΣ,12462,2,02/2023
ΙΛΙΟΝ,13121,3,02/2023
ΠΑΛΑΤΙΑΝΗ,13121,4,02/2023
ΙΛΙΟΝ,13122,7,02/2023
ΡΑΔΙΟΦΩΝΙΑ,13122,1,02/2023
ΙΛΙΟΝ,13123,2,02/2023
ΜΙΧΕΛΗ,13123,5,02/2023
ΚΗΠΟΥΠΟΛΗ,13231,2,02/2023
ΠΕΤΡΟΥΠΟΛΗ,13231,10,02/2023
ΠΕΤΡΟΥΠΟΛΗ,13232,14,02/2023
"ΑΓ. ΝΙΚΟΛΑΟΣ",13451,1,02/2023
ΓΕΡΟΒΟΥΝΟ,13451,3,02/2023
"ΑΓ. ΑΝΑΡΓΥΡΟΙ",13561,4,02/2023
"ΑΓ. ΑΝΑΡΓΥΡΟΙ",13562,1,02/2023
ΑΝΑΚΑΣΑ,13562,1,02/2023
"ΑΓ. ΠΕΤΡΟΣ",13672,1,02/2023
ΧΑΡΑΥΓΗ,13673,1,02/2023
"ΠΑΛ. ΜΕΝΙΔΙ",13674,1,02/2023
"ΑΓ. ΠΕΤΡΟΣ",13675,1,02/2023
ΝΕΑΠΟΛΗ,13675,2,02/2023
ΘΡΑΚΟΜΑΚΕΔΟΝΕΣ,13676,5,02/2023
ΗΡΑΚΛΕΙΟ,14121,2,02/2023
ΗΡΑΚΛΕΙΟ,14122,3,02/2023
ΛΥΚΟΒΡΥΣΗ,14123,2,02/2023
"ΝΕΑ ΙΩΝΙΑ",14231,1,02/2023
ΚΑΛΟΓΡΕΖΑ,14234,1,02/2023
ΑΛΣΟΥΠΟΛΗ,14235,1,02/2023
ΚΑΛΟΓΡΕΖΑ,14235,1,02/2023
"ΚΟΚ. ΜΥΛΟΣ",14342,1,02/2023
"ΝΕΑ ΜΑΔΥΤΟΣ",14342,2,02/2023
ΜΕΤΑΜΟΡΦΩΣΗ,14451,1,02/2023
"ΚΑΤΩ ΚΗΦΙΣΙΑ",14561,2,02/2023
ΚΗΦΙΣΙΑ,14561,1,02/2023
ΑΔΑΜΕΣ,14564,3,02/2023
"ΚΑΤΩ ΚΗΦΙΣΙΑ",14564,1,02/2023
"ΗΛΙΑΚΟ ΧΩΡΙΟ",15121,1,02/2023
ΠΕΥΚΗ,15121,1,02/2023
ΜΑΡΟΥΣΙ,15122,1,02/2023
"ΑΓ. ΘΩΜΑΣ",15124,1,02/2023
ΜΑΡΟΥΣΙ,15124,1,02/2023
ΜΑΡΟΥΣΙ,15125,2,02/2023
ΠΑΡΑΔΕΙΣΟΣ,15125,1,02/2023
ΜΑΡΟΥΣΙ,15126,1,02/2023
"ΣΥΝ ΚΑΡΠΑΘΙΩΝ",15126,8,02/2023
ΜΕΛΙΣΣΙΑ,15127,4,02/2023
"ΚΑΤΩ ΧΑΛΑΝΔΡΙ",15231,1,02/2023
ΧΑΛΑΝΔΡΙ,15231,2,02/2023
ΧΑΛΑΝΔΡΙ,15232,2,02/2023
ΧΑΛΑΝΔΡΙ,15234,4,02/2023
ΒΡΙΛΗΣΣΙΑ,15235,1,02/2023
ΠΑΤΗΜΑ,15238,6,02/2023
"ΝΕΑ ΠΕΝΤΕΛΗ",15239,1,02/2023
"ΑΓ. ΠΑΡΑΣΚΕΥΗ",15341,6,02/2023
"ΑΓ. ΠΑΡΑΣΚΕΥΗ",15342,7,02/2023
ΠΕΥΚΑΚΙΑ,15343,1,02/2023
ΓΕΡΑΚΑΣ,15344,2,02/2023
ΚΑΝΤΖΑ,15351,5,02/2023
ΠΑΛΛΗΝΗ,15351,6,02/2023
"ΓΛΥΚΑ ΝΕΡΑ",15354,1,02/2023
"ΝΕΟ ΨΥΧΙΚΟ",15451,10,02/2023
ΧΟΛΑΡΓΟΣ,15561,10,02/2023
ΧΟΛΑΡΓΟΣ,15562,1,02/2023
ΠΑΠΑΓΟΣ,15669,1,02/2023
ΖΩΓΡΑΦΟΥ,15772,3,02/2023
ΖΩΓΡΑΦΟΥ,15773,1,02/2023
ΚΑΙΣΑΡΙΑΝΗ,16121,16,02/2023
ΑΝΑΛΗΨΗ,16231,3,02/2023
ΒΥΡΩΝΑΣ,16232,2,02/2023
"ΖΩΟΔΟΧΟΥ ΠΗΓΗΣ",16233,1,02/2023
ΚΑΡΕΑΣ,16233,1,02/2023
ΗΛΙΟΥΠΟΛΗ,16341,9,02/2023
ΗΛΙΟΥΠΟΛΗ,16342,5,02/2023
ΗΛΙΟΥΠΟΛΗ,16343,2,02/2023
"ΑΓ. ΜΑΡΙΝΑ",16344,2,02/2023
ΗΛΙΟΥΠΟΛΗ,16345,1,02/2023
"ΣΥΝ. ΤΥΠΟΓΡΑΦΩΝ",16346,1,02/2023
ΑΡΓΥΡΟΥΠΟΛΗ,16451,2,02/2023
ΑΡΓΥΡΟΥΠΟΛΗ,16452,3,02/2023
ΧΑΣΑΝΙ,16452,4,02/2023
ΓΛΥΦΑΔΑ,16561,1,02/2023
ΤΕΡΨΙΘΕΑ,16561,7,02/2023
ΤΕΡΨΙΘΕΑ,16562,2,02/2023
ΒΟΥΛΙΑΓΜΕΝΗ,16671,2,02/2023
ΑΣΥΡΜΑΤΟΣ,16672,1,02/2023
ΒΑΡΗ,16672,8,02/2023
ΜΗΛΑΔΕΖΑ,16672,1,02/2023
ΑΥΤΟΚΙΝΗΤΙΣΤΩΝ,16673,1,02/2023
ΒΟΥΛΑ,16673,17,02/2023
ΚΑΛΥΜΝΙΩΝ,16673,4,02/2023
ΠΑΝΟΡΑΜΑ,16673,4,02/2023
ΠΗΓΑΔΑΚΙΑ,16673,5,02/2023
ΕΛΛΗΝΙΚΟ,16777,1,02/2023
